v_products_id,v_products_type,v_products_quantity,v_products_price_uom,v_products_model,v_products_image,v_products_price,v_products_virtual,v_products_date_added,v_products_last_modified,v_products_date_available,v_products_weight,v_products_status,v_products_ordered,v_products_quantity_order_min,v_products_quantity_order_units,v_products_priced_by_attribute,v_product_is_free,v_product_is_call,v_products_quantity_mixed,v_product_is_always_free_shipping,v_products_qty_box_status,v_products_quantity_order_max,v_products_sort_order,v_products_discount_type,v_products_discount_type_from,v_products_price_sorter,v_products_mixed_discount_quantity,v_metatags_title_status,v_metatags_products_name_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_products_name_en,v_products_description_en,v_products_url_en,v_products_viewed_en,v_metatags_title_en,v_metatags_keywords_en,v_metatags_description_en,v_manufacturers_name,v_tax_class_title,v_categories_name,v_products_link,v_dbio_command
12,1,0,EA,0005-00000012-003,air_als/curaplex40et.jpg,2.26,0,"2012-07-30 11:06:00","2022-12-16 18:41:17",,0,0,561,1,1,0,0,0,0,0,1,3,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 04 mm Un-Cuffed","<i>Sold by the each, limit 3. </i>",,85,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=12,
13,1,0,EA,0005-00000013-003,air_als/curaplex45et.jpg,2.26,0,"2012-07-30 11:06:00","2022-12-16 18:41:27",,0,0,642,1,1,0,0,0,1,0,1,3,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 04.5 mm Un-Cuffed","<i>Sold by the each, limit 3. </i>",,100,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=13,
14,1,0,EA,0005-00000014-003,air_als/curaplex50et.jpg,2.26,0,"2012-07-30 11:06:00","2022-12-16 18:42:24",,0,0,752,1,1,0,0,0,0,0,1,3,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 05 mm Un-Cuffed","<i>Sold by the each, limit 3. </i>",,84,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=14,
15,1,0,EA,0005-00000015-001,air_als/RediTube55et.jpg,2.26,0,"2012-07-30 11:06:00","2022-12-16 18:42:32",,0,0,629,1,1,0,0,0,0,0,1,3,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 05.5 mm Un-Cuffed","<i>Sold by the each, limit 3. </i>",,91,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=15,
16,1,9961,EA,0005-00000016-003,air_als/curaplex60et.jpg,2.26,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,1090,1,1,0,0,0,0,0,1,4,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 06 mm Cuffed","<i>Sold by the each, limit 4. </i>",,107,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=16,
17,1,9948,EA,0005-00000017-003,air_als/curaplex65et.jpg,2.26,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,1128,1,1,0,0,0,0,0,1,4,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 06.5 mm Cuffed","<i>Sold by the each, limit 4. </i>",,100,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=17,
18,1,9910,EA,0005-00000018-003,air_als/curaplex70et.jpg,2.26,0,"2012-07-30 11:06:00","2022-04-04 11:12:41",,0,1,3554,1,1,0,0,0,0,0,1,3,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 07 mm Cuffed","<i>Sold by the each, limit 3. </i>",,211,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=18,
19,1,9925,EA,0005-00000019-003,air_als/curaplex75et.jpg,2.26,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,3698,1,1,0,0,0,0,0,1,4,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 07.5 mm Cuffed","<i>Sold by the each, limit 4. </i>",,266,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=19,
20,1,9950,EA,0005-00000020-003,air_als/curaplex80et.jpg,2.26,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,1285,1,1,0,0,0,0,0,1,4,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 08 mm Cuffed","<i>Sold by the each, limit 4. </i>",,112,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=20,
21,1,9959,EA,0005-00000021-003,air_als/RediTube85et.jpg,2.26,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,709,1,1,0,0,0,0,0,1,4,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 08.5 mm Cuffed","<i>Sold by the each, limit 4. </i>",,68,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=21,
22,1,0,EA,0005-00000022-001,/air_als/90et.jpg,2.26,0,"2012-07-30 11:06:00","2022-12-16 18:46:50",,0,0,18,1,1,0,0,0,0,0,1,14,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 09 mm Cuffed","<i>Sold by the each, limit 14. </i>",,4,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=22,
23,1,0,EA,0005-00000023-001,/air_als/95et.jpg,2.26,0,"2012-07-30 11:06:00","2022-12-16 18:46:59",,0,0,5,1,1,0,0,0,0,0,1,14,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 09.5 mm Cuffed","<i>Sold by the each, limit 14. </i>",,1,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=23,
24,1,0,EA,0005-00000024-001,/air_als/10et.jpg,2.26,0,"2012-07-30 11:06:00","2022-12-16 18:47:07",,0,0,7,1,1,0,0,0,0,0,1,14,0,0,0,2.2600,1,0,0,0,0,0,"Endotracheal Tube w/ Stylet, 10 mm Cuffed","<i>Sold by the each, limit 14. </i>",,1,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=24,
25,1,0,EA,0005-00000025-001,/air_als/60trigger.jpg,11.29,0,"2012-07-30 11:06:00","2022-12-16 18:47:27",,0,0,394,1,1,0,0,0,0,0,1,2,0,0,0,11.2900,1,0,0,0,0,0,"Endotracheal Tube, Endotrol 6 mm Trigger","<i>Sold by the each, limit 2. </i>",,61,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=25,
26,1,0,EA,0005-00000026-001,/air_als/70trigger.jpg,11.29,0,"2012-07-30 11:06:00","2022-12-16 18:47:37",,0,0,511,1,1,0,0,0,0,0,1,2,0,0,0,11.2900,1,0,0,0,0,0,"Endotracheal Tube, Endotrol 7 mm Trigger","<i>Sold by the each, limit 2. </i>",,62,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=26,
27,1,9991,EA,0005-00000027-001,/air_als/positube.jpg,4.07,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,468,1,1,0,0,0,0,0,1,6,0,0,0,4.0700,1,0,0,0,0,0,"Esophageal Detector Device","<i>Sold by the each. Limit 6. </i>",,84,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=27,
28,1,0,EA,0005-00000028-001,no_picture.gif,2.61,0,"2012-07-30 11:06:00","2022-12-16 18:47:46",,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,2.6100,1,0,0,0,0,0,"Stylet, Intubation (Adult) 14 Fr",,,0,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=28,
29,1,0,EA,0005-00000029-001,no_picture.gif,2.56,0,"2012-07-30 11:06:00","2022-12-16 18:47:54",,0,0,0,1,1,0,0,0,0,0,1,14,0,0,0,2.5600,1,0,0,0,0,0,"Stylet, Intubation (Pediatric) 10 Fr",,,3,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=29,
30,1,0,EA,0005-00000031-001,air_supplies/CO2indicator.jpg,10.75,0,"2012-07-30 11:06:00","2022-11-29 18:49:21",,0,0,149,1,1,0,0,0,0,0,1,2,0,0,0,10.7500,1,0,0,0,0,0,"CO2 Detector for BVM","<i>Sold by the each. Limit 2</i>",,61,,,,,,"Airway / ALS",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=30,
31,1,9991,EA,0010-00000001-001,/air_scope/mac2.jpg,6.45,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,475,1,1,0,0,0,0,0,1,2,0,0,0,6.4500,1,0,0,0,0,0,"Blade, Laryngoscope Macintosh 2","Macintosh 2 Laryngoscope blade. <i>Sold by the each, limit two. </i>",,86,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=31,
32,1,9967,EA,0010-00000002-001,/air_scope/mac3.jpg,6.45,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,2612,1,1,0,0,0,0,0,1,2,0,0,0,6.4500,1,0,0,0,0,0,"Blade, Laryngoscope Macintosh 3","Macintosh 3 Laryngoscope blade. <i>Sold by the each, limit two. </i>",,219,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=32,
33,1,9950,EA,0010-00000003-001,/air_scope/mac4.jpg,6.45,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,3723,1,1,0,0,0,0,0,1,2,0,0,0,6.4500,1,0,0,0,0,0,"Blade, Laryngoscope Macintosh 4","Macintosh 4 Laryngoscope blade. <i>Sold by the each, limit two. </i>",,177,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=33,
34,1,9994,EA,0010-00000004-001,/air_scope/mil0.jpg,6.45,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,300,1,1,0,0,0,0,0,1,2,0,0,0,6.4500,1,0,0,0,0,0,"Blade, Laryngoscope Miller 0","Miller 0 Laryngoscope blade. <i>Sold by the each, limit two. </i>",,52,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=34,
35,1,9993,EA,0010-00000005-001,/air_scope/mil1.jpg,6.45,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,348,1,1,0,0,0,0,0,1,2,0,0,0,6.4500,1,0,0,0,0,0,"Blade, Laryngoscope Miller 1","Miller 1 Laryngoscope blade. <i>Sold by the each, limit two. </i>",,50,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=35,
36,1,19,EA,0010-00000006-001,/air_scope/mil2.jpg,6.45,0,"2012-07-30 11:06:00","2023-04-08 08:58:25",,0,1,667,1,1,0,0,0,0,0,1,2,0,0,0,6.4500,1,0,0,0,0,0,"Blade, Laryngoscope Miller 2","Miller 2 Laryngoscope blade. <i>Sold by the each, limit two. </i>",,68,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=36,
37,1,9979,EA,0010-00000007-001,/air_scope/mil3.jpg,6.45,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,1660,1,1,0,0,0,0,0,1,2,0,0,0,6.4500,1,0,0,0,0,0,"Blade, Laryngoscope Miller 3","Miller 3 Laryngoscope blade.<i>Sold by the each, limit two. </i>",,105,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=37,
38,1,9982,EA,0010-00000008-001,/air_scope/mil4.jpg,6.45,0,"2012-07-30 11:06:00","2022-03-25 18:15:18",,0,1,1567,1,1,0,0,0,0,0,1,2,0,0,0,6.4500,1,0,0,0,0,0,"Blade, Laryngoscope Miller 4","Miller 4 Laryngoscope blade. <i>Sold by the each, limit two. </i>",,119,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=38,
39,1,0,EA,0010-00000009-001,no_picture.gif,187.00,0,"2012-07-30 11:06:00","2022-12-16 18:48:36",,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,187.0000,1,0,0,0,0,0,"Handle, Laryngoscope Short Green-line LED",,,0,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=39,
40,1,0,EA,0010-00000010-001,air_scope/scope.jpg,238.90,0,"2012-07-30 11:06:00","2022-12-16 18:48:46",,0,0,38,1,1,0,0,0,0,0,1,1,0,0,0,238.9000,1,0,0,0,0,0,"Handle, Laryngoscope Standard Green-line LED","Green-line LED Laryngoscope handle. <b>IEMS Restricted List - </b> <i>Requires an incident number or a statement form - delivery subject to verification.</i>",,68,,,,,,"Airway / Laryngoscopy",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=40,
41,1,9963,EA,0015-00000001-001,/air_suction/bulbsyringe.jpg,0.90,0,"2012-07-30 11:06:00","2022-05-17 10:13:44",,0,1,863,1,1,0,0,0,0,0,1,6,0,0,0,0.9000,1,0,0,0,0,0,"Bulb Syringe","Bulb syringe. <i>Sold by the each, limit 5 units.</i>",,112,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=41,
42,1,0,EA,0015-00000002-001,/air_suction/suctioncan.jpg,1.49,0,"2012-07-30 11:06:00","2022-12-16 18:49:18",,0,0,7787,1,1,0,0,0,0,0,1,5,0,0,0,1.4900,1,0,0,0,0,0,"Canister, Hard Plastic, Suction, 1200 cc with lid","1200 cc hard plastic Suction canisters with lid.  <i>Sold by the each, limit 5.</i>",,275,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=42,
43,1,0,EA,0015-00000003-001,no_picture.gif,0.00,0,"2012-07-30 11:06:00","2022-12-16 18:49:52",,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0000,1,0,0,0,0,0,"LCSU 110 v AC Charger","<i>Statement form required. </i>",,0,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=43,
44,1,0,EA,0015-00000004-001,no_picture.gif,43.18,0,"2012-07-30 11:06:00","2022-12-16 18:50:02",,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,43.1800,1,0,0,0,0,0,"LCSU 12 v DC Charger","<i>Statement form required. </i>",,0,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=44,
45,1,0,EA,0015-00000005-001,air_suction/LCSUfilter.jpg,17.50,0,"2012-07-30 11:06:00","2022-12-16 18:50:11",,0,0,159,1,1,0,0,0,0,0,1,1,0,0,0,17.5000,1,0,0,0,0,0,"LCSU Bacteria Filters","<i>Sold by the each, limit 1.</i>",,68,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=45,
46,1,0,EA,0015-00000006-001,no_picture.gif,0.00,0,"2012-07-30 11:06:00","2022-12-19 09:35:03",,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.0000,1,0,0,0,0,0,"LCSU Instructions","<i>Sold by the each, limit 1. </i>",,0,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=46,
47,1,0,EA,0015-00000007-001,no_picture.gif,9.63,0,"2012-07-30 11:06:00","2022-12-19 09:35:12",,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,9.6300,1,0,0,0,0,0,"LCSU Spare Battery Doors","<i>Sold by the each, limit 1. </i>",,0,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=47,
48,1,0,EA,0015-00000008-001,no_picture.gif,11.22,0,"2012-07-30 11:06:00","2022-12-19 09:35:22",,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,11.2200,1,0,0,0,0,0,"LCSU Spare Tubing Connectors","<i>Sold by the each, limit 1. </i>",,0,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=48,
49,1,9984,EA,0015-00000009-001,/air_suction/meconaspir.jpg,7.26,0,"2012-07-30 11:06:00","2022-03-25 18:15:19",,0,1,391,1,1,0,0,0,0,0,1,3,0,0,0,7.2600,1,0,0,0,0,0,"Meconium Aspirator","<i>Sold by the each, limit 3. </i>",,99,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=49,
50,1,0,EA,0015-00000010-001,/air_suction/laerdal12vdc.jpg,43.18,0,"2012-07-30 11:06:00","2022-12-19 09:35:33",,0,0,0,1,1,0,0,0,0,0,1,14,0,0,0,43.1800,1,0,0,0,0,0,"Power Cable 12 VDC for LCSU 3 Portable Suction","12 Volt DC power cable for LCSU 3 Portable suction machine.  This is the Bell replacement part, not the OEM part. <i>Incident Number or statement required. </i>",,2,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=50,
51,1,0,EA,0015-00000011-001,no_picture.gif,0.00,0,"2012-07-30 11:06:00","2022-12-19 09:35:43",,0,0,0,1,1,0,0,0,0,0,1,14,0,0,0,0.0000,1,0,0,0,0,0,"Regulator, Vacuum; Omeada Mount","<i>Statement form required. </i>",,0,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=51,
52,1,0,EA,0015-00000012-001,/air_suction/yank.jpg,1.01,0,"2012-07-30 11:06:00","2022-12-19 09:35:52",,0,0,10028,1,1,0,0,0,0,0,1,10,0,0,0,1.0100,1,0,0,0,0,0,"Suction Rigid Tip Yankauer","Rigid tip suction catheter, also known as a Yankauer tip catheter.  <i>Sold by the each, limit 10.</i>",,318,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=52,
53,1,9901,EA,0015-00000013-001,/air_suction/14fr.jpg,0.80,0,"2012-07-30 11:06:00","2022-07-01 07:15:51",,0,1,2244,1,1,0,0,0,0,0,1,5,0,0,0,0.8000,1,0,0,0,0,0,"Suction Soft Pharyngeal Tip (Adult) 14 Fr","14 french/Adult suction tip.  Also called a whistle tip suction catheter.  <i>Sold by the each, limit 5.</i>",,152,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=53,
54,1,9918,EA,0015-00000014-001,/air_suction/18fr.jpg,0.55,0,"2012-07-30 11:06:00","2022-03-25 18:15:19",,0,1,1722,1,1,0,0,0,0,0,1,3,0,0,0,0.5500,1,0,0,0,0,0,"Suction Soft Pharyngeal Tip (Adult) 18 Fr","18 French whistle tip suction catheter. <i>Sold by the each, limit 3.</i>",,100,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=54,
55,1,9921,EA,0015-00000015-001,/air_suction/10fr.jpg,1.20,0,"2012-07-30 11:06:00","2022-07-01 07:16:06",,0,1,1940,1,1,0,0,0,0,0,1,5,0,0,0,1.2000,1,0,0,0,0,0,"Suction Soft Pharyngeal Tip (Pediatric) 10 Fr","10 French pediatric suction catheter.  <i>Sold by the each, limit 5.</i>",,105,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=55,
56,1,9919,EA,0015-00000016-001,/air_suction/8fr.jpg,1.10,0,"2012-07-30 11:06:00","2022-07-01 07:16:18",,0,1,1817,1,1,0,0,0,0,0,1,5,0,0,0,1.1000,1,0,0,0,0,0,"Suction Soft Pharyngeal Tip (Pediatric) 8 Fr","8 French pediatric whistle tip catheter. <i>Sold by the each, limit 5. </i>",,111,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=56,
57,1,9576,EA,0015-00000017-001,/air_suction/tubing.jpg,1.28,0,"2012-07-30 11:06:00","2022-04-26 14:28:02",,0,1,11899,1,1,0,0,0,0,0,1,10,0,0,0,1.2800,1,0,0,0,0,0,"Tubing, Suction Connection","Suction connection tubing for canister to suction catheter connections. <i>Sold by the each, limit 10. </i>",,234,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=57,
58,1,0,PAC,0015-00000019-001,/air_suction/emesisbag.jpg,16.23,0,"2012-07-30 11:06:00","2022-12-16 18:49:08",,0,0,99,1,1,0,0,0,0,0,1,1,0,0,0,16.2300,1,0,0,0,0,0,"Bag Vomit Emesis with Graduation","Emesis bag with graduation marks.  Sold in packs of 25, ordering quantity is by the pack.   <i>Sold by the pack, limit 1. </i>",,17,,,,,,"Airway / Suction",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=58,
59,1,9907,EA,0020-00000001-001,/air_supplies/bullets.jpg,0.17,0,"2012-07-30 11:06:00","2022-03-25 18:15:19",,0,1,5806,1,1,0,0,0,0,0,1,14,0,0,0,0.1700,1,0,0,0,0,0,"0.9% Sodium Chloride for Nebulizer","<i>Sold by the each, limit 14. </i>",,275,,,,,,"Airway / Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=59,
60,1,0,EA,0020-00000002-001,/air_supplies/60np.jpg,3.48,0,"2012-07-30 11:06:00","2022-12-19 09:36:28",,0,0,1539,1,1,0,0,0,0,0,1,3,0,0,0,3.4800,1,0,0,0,0,0,"Airway, Nasal Pharyngeal 6.0 mm 18 Fr","<i>Sold by the each, limit 3. </i>",,123,,,,,,"Airway / Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=60,
61,1,0,EA,0020-00000003-001,air_supplies/70np.jpg,3.48,0,"2012-07-30 11:06:00","2022-12-19 09:36:36",,0,0,1723,1,1,0,0,0,0,0,1,3,0,0,0,3.4800,1,0,0,0,0,0,"Airway, Nasal Pharyngeal 7.0 mm 21 Fr","<i>Sold by the each, limit 3. </i>",,121,,,,,,"Airway / Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=61,
62,1,0,EA,0020-00000004-001,/air_supplies/80np.jpg,3.48,0,"2012-07-30 11:06:00","2022-12-19 09:36:46",,0,0,852,1,1,0,0,0,0,0,1,3,0,0,0,3.4800,1,0,0,0,0,0,"Airway, Nasal Pharyngeal 8.0 mm 24 Fr","<i>Sold by the each, limit 3. </i>",,89,,,,,,"Airway / Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=62,
63,1,9930,EA,0020-00000005-001,/air_supplies/100op.jpg,0.23,0,"2012-07-30 11:06:00","2022-03-25 18:15:19",,0,1,3251,1,1,0,0,0,0,0,1,5,0,0,0,0.2300,1,0,0,0,0,0,"Airway, Oral Pharyngeal 100 mm","<i>Sold by the each, limit 5. </i>",,194,,,,,,"Airway / Supplies",http://iemssupply.net/iems/index.php?main_page=product_info&products_id=63,
